"","...1","primary","checked_by","needs_review","study","doi","taxon","phylum","common_name","number_of_populations","ecosystem","dispersal_mode","acclimation_time","envtl_data_reported","year","source_population","latitude","longitude","life_history_stage","sex","acclimation_temperature_1","acclimation_temperature_2","measurement_level","thermal_limit_type","thermal_limit_1","thermal_limit_2","thermal_limit_error_type","thermal_limit_error_1","thermal_limit_error_2","n_1","n_2","figure_table","notes","max_temp","min_temp","mean_temp","temp_range","upper_lower","sd1i","sd2i","yi","vi","ni"
"11",270,"AV","NA","NA","Chen_et_al_2001","10.2108/zsj.18.591","Buergeria_japonica","Chordata","frog",2,"terrestrial","uncertain","<1","yes","1998","Jentse",24.553,121.5,"juvenile","uncertain",22,32,"individual","CTmax",44.45455,43.93182,"std_err",0.348485,0.704545,12,12,"fig_4","NA",28.325,9.85,19.25,18.475,"upper",1.20718745135128,2.44061547243723,-0.262119291603164,0.168098052563136,48
"12",325,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",5,10,"individual","CTmin",0.214285714,3.833333333,"std_err",0.349854227405247,0.57725947521866,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"lower",1.16033520362288,1.91455308597776,2.19916849216568,0.291735046748506,792
"13",326,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",5,10,"individual","CTmin",0.30952381,2.404761905,"std_err",0.157434402332361,0.59475218658892,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"lower",0.522150841630294,1.97256984615889,1.3968831796644,0.22616551403703,792
"14",327,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",5,10,"individual","CTmin",-0.119047619,2.261904762,"std_err",0.174927113702624,0.62973760932944,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"lower",0.580167601811442,2.08860336652116,1.49423724206906,0.232562384899685,792
"15",331,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",5,20,"individual","CTmin",0.214285714,4.095238095,"std_err",0.349854227405247,0.48979591836735,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"lower",1.16033520362288,1.62446928507204,2.64468540682918,0.340780929570346,792
"16",332,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",5,20,"individual","CTmin",0.30952381,3.5,"std_err",0.157434402332361,0.20991253644315,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"lower",0.522150841630294,0.696201122173733,4.98741841916186,0.747144147449887,792
"17",333,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",5,20,"individual","CTmin",-0.119047619,2.428571429,"std_err",0.174927113702624,0.40233236151603,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"lower",0.580167601811442,1.3343854841663,2.3818846226461,0.310758508081772,792
"18",334,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",5,25,"individual","CTmin",0.214285714,8.285714286,"std_err",0.349854227405247,0.73469387755102,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"lower",1.16033520362288,2.43670392760805,4.06849077523989,0.55801402700482,792
"19",335,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",5,25,"individual","CTmin",0.30952381,6.119047619,"std_err",0.157434402332361,0.48979591836734,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"lower",0.522150841630294,1.62446928507201,4.63173856705617,0.669386412580808,792
"20",336,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",5,25,"individual","CTmin",-0.119047619,4.785714286,"std_err",0.174927113702624,0.577259475218661,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"lower",0.580167601811442,1.91455308597776,3.33532807157335,0.434645757841481,792
"21",334,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",10,20,"individual","CTmin",3.833333333,4.095238095,"std_err",0.57725947521866,0.48979591836735,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"lower",1.91455308597776,1.62446928507204,0.141901198077908,0.182275817045817,792
"22",335,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",10,20,"individual","CTmin",2.404761905,3.5,"std_err",0.59475218658892,0.20991253644315,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"lower",1.97256984615889,0.696201122173733,0.712276180279389,0.193348576295304,792
"23",336,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",10,20,"individual","CTmin",2.261904762,2.428571429,"std_err",0.62973760932944,0.40233236151603,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"lower",2.08860336652116,1.3343854841663,0.0914805721357366,0.182008379433597,792
"24",334,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",10,25,"individual","CTmin",3.833333333,8.285714286,"std_err",0.57725947521866,0.73469387755102,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"lower",1.91455308597776,2.43670392760805,1.95457791077341,0.268644882029167,792
"25",335,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",10,25,"individual","CTmin",2.404761905,6.119047619,"std_err",0.59475218658892,0.48979591836734,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"lower",1.97256984615889,1.62446928507201,1.97736115828465,0.270680844324837,792
"26",336,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",10,25,"individual","CTmin",2.261904762,4.785714286,"std_err",0.62973760932944,0.577259475218661,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"lower",2.08860336652116,1.91455308597776,1.21178044330545,0.215191178244944,792
"27",334,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",20,25,"individual","CTmin",4.095238095,8.285714286,"std_err",0.48979591836735,0.73469387755102,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"lower",1.62446928507204,2.43670392760805,1.94659328838656,0.267936941599809,792
"28",335,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",20,25,"individual","CTmin",3.5,6.119047619,"std_err",0.20991253644315,0.48979591836734,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"lower",0.696201122173733,1.62446928507201,2.01595559908587,0.274183567670129,792
"29",336,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",20,25,"individual","CTmin",2.428571429,4.785714286,"std_err",0.40233236151603,0.577259475218661,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"lower",1.3343854841663,1.91455308597776,1.37406792370231,0.224728696794263,792
"30",337,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",5,10,"individual","CTmax",25.84557439,26.37288136,"std_err",0.199999999999999,0.500000000000099,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"upper",0.663324958071077,1.65831239517803,0.401636523575141,0.185484361297035,792
"31",338,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",5,10,"individual","CTmax",26.76836158,27.45386064,"std_err",0.1600000000001,0.260000000000097,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"upper",0.530659966457194,0.862322445492727,0.921016888344953,0.20109709337765,792
"32",339,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",5,10,"individual","CTmax",26.16195857,26.18832392,"std_err",0.159999999999901,0.16,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"upper",0.530659966456535,0.530659966456864,0.0477933251343732,0.18187009549835,792
"33",343,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",5,20,"individual","CTmax",25.84557439,32.14689266,"std_err",0.199999999999999,0.259999999999899,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"upper",0.663324958071077,0.862322445492067,7.87941484614989,1.59284496176653,792
"34",344,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",5,20,"individual","CTmax",26.76836158,32.2787194,"std_err",0.1600000000001,0.24,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"upper",0.530659966457194,0.795989949685296,7.83586281892029,1.57728968447585,792
"35",345,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",5,20,"individual","CTmax",26.16195857,32.04143126,"std_err",0.159999999999901,0.219999999999999,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"upper",0.530659966456535,0.729657453878184,8.86525442337745,1.96801672707303,792
"36",346,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",5,25,"individual","CTmax",25.84557439,35.70621469,"std_err",0.199999999999999,0.340000000000003,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"upper",0.663324958071077,1.12765242872085,10.2534261261298,2.57119880281822,792
"37",347,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",5,25,"individual","CTmax",26.76836158,35.94350282,"std_err",0.1600000000001,0.159999999999997,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"upper",0.530659966457194,0.530659966456853,16.6320761316222,6.4687717374563,792
"38",348,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",5,25,"individual","CTmax",26.16195857,35.41619586,"std_err",0.159999999999901,0.120000000000005,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"upper",0.530659966456535,0.397994974842663,18.9792620332527,8.36846334833792,792
"39",346,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",10,20,"individual","CTmax",26.37288136,32.14689266,"std_err",0.500000000000099,0.259999999999899,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"upper",1.65831239517803,0.862322445492067,4.20248400304401,0.583201631723655,792
"40",347,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",10,20,"individual","CTmax",27.45386064,32.2787194,"std_err",0.260000000000097,0.24,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"upper",0.862322445492727,0.795989949685296,5.59308122666627,0.892785400183787,792
"41",348,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",10,20,"individual","CTmax",26.18832392,32.04143126,"std_err",0.16,0.219999999999999,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"upper",0.530659966456864,0.729657453878184,8.82549991680068,1.95203292685111,792
"42",346,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",10,25,"individual","CTmax",26.37288136,35.70621469,"std_err",0.500000000000099,0.340000000000003,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"upper",1.65831239517803,1.12765242872085,6.33143815807427,1.09288884430725,792
"43",347,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",10,25,"individual","CTmax",27.45386064,35.94350282,"std_err",0.260000000000097,0.159999999999997,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"upper",0.862322445492727,0.530659966456853,11.406439891817,3.13879252285533,792
"44",348,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",10,25,"individual","CTmax",26.18832392,35.41619586,"std_err",0.16,0.120000000000005,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"upper",0.530659966456864,0.397994974842663,18.9251900583684,8.32188224421291,792
"45",346,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","Atlin_warm_spring",59.40388333,-133.5753361,"adult","uncertain",20,25,"individual","CTmax",32.14689266,35.70621469,"std_err",0.259999999999899,0.340000000000003,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,"upper",0.862322445492067,1.12765242872085,3.41093335762167,0.446237872048552,792
"46",347,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",20,25,"individual","CTmax",32.2787194,35.94350282,"std_err",0.24,0.159999999999997,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,"upper",0.795989949685296,0.530659966456853,5.21141114211331,0.799063774821427,792
"47",348,"JMB","NA","NA","Darveau_et_al_2012","10.1086/665539","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","yes","2005","green_lake",51.37627778,-121.2630472,"adult","uncertain",20,25,"individual","CTmax",32.04143126,35.41619586,"std_err",0.219999999999999,0.120000000000005,11,11,"fig_1","Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",22.53333333,-10.23333333,4.733333333,32.76666667,"upper",0.729657453878184,0.397994974842663,5.52372882034238,0.875263183651841,792
"48",1152,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.17,-84.568,"adult","female",21,23,"population","CTmax",47.8,47.2,"std_err",0.374165739,0.489897949,5,5,"raw_data","NA",29.22,-4.46,12.42,33.68,"upper",0.836660027255444,1.09544511600173,-0.555692446730109,0.415439704767645,3277
"49",1153,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.142,-84.526,"adult","female",21,23,"population","CTmax",46.8,47.8,"std_err",0.374165739,0.2,5,5,"raw_data","NA",29.325,-4.3,12.525,33.625,"upper",0.836660027255444,0.447213595499958,1.34567067750834,0.490541478615288,3277
"50",1154,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.544,-81.376,"adult","female",21,23,"population","CTmax",47.2,47,"std_err",0.374165739,0,5,5,"raw_data","NA",25.78,-6.04,9.56,31.82,"upper",0.836660027255444,0,-0.305169425022581,0.404656418898431,3277
"51",1155,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.51333333,-81.60333333,"adult","female",21,23,"population","CTmax",47.5,47.33333333,"std_err",0.5,0.210818511,6,6,"raw_data","NA",26.75,-5.45,10.375,32.2,"upper",1.22474487139159,0.516397780283323,-0.163632074138932,0.334448977320292,3277
"52",1156,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.79666667,-83.94333333,"adult","female",21,23,"population","CTmax",47.66666667,47.42857143,"std_err",0.666666667,0.297380857,3,7,"raw_data","NA",29.64,-0.14,15,29.78,"upper",1.1547005389566,0.786795792293262,-0.240656724315138,0.479086259138381,3277
"53",1157,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.9,-83.96,"adult","female",21,23,"population","CTmax",46.75,47.4,"std_err",0.25,0.4,4,5,"raw_data","NA",29.675,-0.175,15.025,29.85,"upper",0.5,0.894427190999916,0.768556888413348,0.482815538373756,3277
